abstract_id,title,abstract,label,label_encoded,combined_text
31412428,molecular biomarkers predicting early development of endometrial carcinoma a pilot study,objective endometrial carcinoma represents the most common gynaecological cancer and the sixth most frequent cancer among woman worldwide the year survival of patient with stage i endometrial carcinoma is versus for stage iii or for stage iv disease therefore early detection could improve survival rate specifically in the most prevalent type endometrial cancer develops from hyperplastic endometrium the aim of the study wa to evaluate the utility of cancer gene mutation from endometrial biopsy towards predicting synchronous or metachronous development of malignant lesion the aim of the study wa to evaluate whether endometrial biopsy could already carry mutation in cancer gene useful for predicting or anticipating subsequent cancer development method patient with a previous endometrial biopsy negative for cancer followed by a subsequent biopsy positive for cancer were included in the study a fifty cancer gene targeted nextgeneration sequencing panel were used to investigate mutation in matched noncancerous and malignant sample result all biopsy from cancer tissue harboured mutation in one or more of the following gene apc ctnnb fbxw hnfa kras mtor nra pikca pten rb and tp additionally of the biopsy from matched noncancerous tissue exhibited mutation in pten kras or pikca gene conclusion these result suggest that detecting pathogenic mutation in oncogene or tumour suppressor gene in an otherwise benign condition is associated with a risk of developing a malignant disease given the identification of mutation several month or year before the appearance of a malignancy our finding suggests that a closer monitoring of patient who present such molecular alteration in noncancerous uterine mass is warranted,Cancer,0,molecular biomarkers predicting early development of endometrial carcinoma a pilot study objective endometrial carcinoma represents the most common gynaecological cancer and the sixth most frequent cancer among woman worldwide the year survival of patient with stage i endometrial carcinoma is versus for stage iii or for stage iv disease therefore early detection could improve survival rate specifically in the most prevalent type endometrial cancer develops from hyperplastic endometrium the aim of the study wa to evaluate the utility of cancer gene mutation from endometrial biopsy towards predicting synchronous or metachronous development of malignant lesion the aim of the study wa to evaluate whether endometrial biopsy could already carry mutation in cancer gene useful for predicting or anticipating subsequent cancer development method patient with a previous endometrial biopsy negative for cancer followed by a subsequent biopsy positive for cancer were included in the study a fifty cancer gene targeted nextgeneration sequencing panel were used to investigate mutation in matched noncancerous and malignant sample result all biopsy from cancer tissue harboured mutation in one or more of the following gene apc ctnnb fbxw hnfa kras mtor nra pikca pten rb and tp additionally of the biopsy from matched noncancerous tissue exhibited mutation in pten kras or pikca gene conclusion these result suggest that detecting pathogenic mutation in oncogene or tumour suppressor gene in an otherwise benign condition is associated with a risk of developing a malignant disease given the identification of mutation several month or year before the appearance of a malignancy our finding suggests that a closer monitoring of patient who present such molecular alteration in noncancerous uterine mass is warranted
31412611,fluorescence in situ hybridization fish for detecting anaplastic lymphoma kinase alk rearrangement in lung cancer clinically relevant technical aspect,in the vysis break apart alk fluorescence in situ hybridization fish assay wa approved by the united state food and drug administration a a companion diagnostic for detecting alk rearrangement in lung cancer patient who may benefit from treatment of tyrosine kinase inhibitor therapy this assay is the current gold standard according to updated alk testing guideline from the college of american pathologist the international association for the study of lung cancer and the association for molecular pathology published in alk immunohistochemistry is formally an alternative to alk fish and simultaneous detection of multiple hot spot including at least alk ro ret met erbb braf and kras gene is also recommended while performing next generation sequencing ngsbased testing therefore alk status in a specimen can be tested by different method and platform even in the same institution or laboratory in this review we discus several clinically relevant technical aspect of alk fish including pro and con of the unique twostep to cell analysis approach employed in the vysis break apart alk fish assay including the preset cutoff value of for a positive result technical aspect and biology of discordant result obtained by different method and incidental finding such a alk copy number gain or amplification and coexistent driver mutation these issue have practical implication for alk testing in the clinical laboratory following the updated guideline,Cancer,0,fluorescence in situ hybridization fish for detecting anaplastic lymphoma kinase alk rearrangement in lung cancer clinically relevant technical aspect in the vysis break apart alk fluorescence in situ hybridization fish assay wa approved by the united state food and drug administration a a companion diagnostic for detecting alk rearrangement in lung cancer patient who may benefit from treatment of tyrosine kinase inhibitor therapy this assay is the current gold standard according to updated alk testing guideline from the college of american pathologist the international association for the study of lung cancer and the association for molecular pathology published in alk immunohistochemistry is formally an alternative to alk fish and simultaneous detection of multiple hot spot including at least alk ro ret met erbb braf and kras gene is also recommended while performing next generation sequencing ngsbased testing therefore alk status in a specimen can be tested by different method and platform even in the same institution or laboratory in this review we discus several clinically relevant technical aspect of alk fish including pro and con of the unique twostep to cell analysis approach employed in the vysis break apart alk fish assay including the preset cutoff value of for a positive result technical aspect and biology of discordant result obtained by different method and incidental finding such a alk copy number gain or amplification and coexistent driver mutation these issue have practical implication for alk testing in the clinical laboratory following the updated guideline
31413087,ilrstatadar p interplay promotes oncogenicity in multiple myeloma with q amplification,q amplification is an important prognostic marker in multiple myeloma in this study we identified that ilr the interleukin membrane receptor and adar an rna editing enzyme are critical gene located within the minimally amplified q region loss of individual gene caused suppression to the oncogenic phenotype the magnitude of which wa enhanced when both gene were concomitantly lost mechanistically ilr and adar collaborated to induce a hyperactivation of the oncogenic stat pathway high ilr confers hypersensitivity to interleukin binding whereas adar form a constitutive feedforward loop with stat in a pisoformpredominant manner in this respect adarp act a a direct transcriptional target for stat and this statinducedp in turn directly interacts with and stabilizes the former protein leading to a larger pool of protein acting a oncogenic transcription factor for prosurvival gene the importance of both ilr and adarp in stat signaling wa further validated when concomitant knockdown of both gene impeded ilinducedstat pathway activation clinical evaluation of various datasets of myeloma patient showed that low expression of either one or both gene wa closely associated with a compromised stat signature confirming the involvement of ilr and adar in the stat pathway and underscoring their essential role in disease pathogenesis in summary our finding highlight the complexity of the stat pathway in myeloma in association with q amplification this study therefore reveals a novel perspective on q abnormality in myeloma and a potential therapeutic target for this cohort of highrisk patient,Cancer,0,ilrstatadar p interplay promotes oncogenicity in multiple myeloma with q amplification q amplification is an important prognostic marker in multiple myeloma in this study we identified that ilr the interleukin membrane receptor and adar an rna editing enzyme are critical gene located within the minimally amplified q region loss of individual gene caused suppression to the oncogenic phenotype the magnitude of which wa enhanced when both gene were concomitantly lost mechanistically ilr and adar collaborated to induce a hyperactivation of the oncogenic stat pathway high ilr confers hypersensitivity to interleukin binding whereas adar form a constitutive feedforward loop with stat in a pisoformpredominant manner in this respect adarp act a a direct transcriptional target for stat and this statinducedp in turn directly interacts with and stabilizes the former protein leading to a larger pool of protein acting a oncogenic transcription factor for prosurvival gene the importance of both ilr and adarp in stat signaling wa further validated when concomitant knockdown of both gene impeded ilinducedstat pathway activation clinical evaluation of various datasets of myeloma patient showed that low expression of either one or both gene wa closely associated with a compromised stat signature confirming the involvement of ilr and adar in the stat pathway and underscoring their essential role in disease pathogenesis in summary our finding highlight the complexity of the stat pathway in myeloma in association with q amplification this study therefore reveals a novel perspective on q abnormality in myeloma and a potential therapeutic target for this cohort of highrisk patient
31414211,mycn amplification drive an aggressive form of spinal ependymoma,spinal ependymal tumor form a histologically and molecularly heterogeneous group of tumor with generally good prognosis however their treatment can be challenging if infiltration of the spinal cord or dissemination throughout the central nervous system cns occurs and in these case clinical outcome remains poor here we describe a new and relatively rare subgroup of spinal ependymal tumor identified using dna methylation profiling that is distinct from other molecular subgroup of ependymoma copy number variation plot derived from dna methylation array showed mycn amplification a a characteristic genetic alteration in all case of our cohort n which wa subsequently validated using fluorescence in situ hybridization the histological diagnosis wa anaplastic ependymoma who grade iii in ten case and classic ependymoma who grade ii in three case histological reevaluation in five primary tumor and seven relapse showed characteristic histological feature of ependymoma namely pseudorosettes gfap and ema positivity electron microscopy revealed cilium complex intercellular junction and intermediate filament in a representative sample taking these finding into account we suggest to designate this molecular subgroup spinal ependymoma with mycn amplification spepnmycn spepnmycn tumor showed distinct growth pattern with intradural extramedullary localization mostly within the thoracic and cervical spine diffuse leptomeningeal spread throughout the whole cns and infiltrative invasion of the spinal cord dissemination wa observed in of case despite highintensity treatment spepnmycn showed significantly worse median progression free survival pfs month and median overall survival o month than all other previously described molecular spinal ependymoma subgroup o and pfs were similar to supratentorial ependymoma with relafusion stepnrela and posterior fossa ependymoma a pfepna further highlighting the aggressiveness of this distinct new subgroup we therefore propose to establish spepnmycn a a new molecular subgroup in ependymoma and advocate for testing newly diagnosed spinal ependymal tumor for mycn amplification,Cancer,0,mycn amplification drive an aggressive form of spinal ependymoma spinal ependymal tumor form a histologically and molecularly heterogeneous group of tumor with generally good prognosis however their treatment can be challenging if infiltration of the spinal cord or dissemination throughout the central nervous system cns occurs and in these case clinical outcome remains poor here we describe a new and relatively rare subgroup of spinal ependymal tumor identified using dna methylation profiling that is distinct from other molecular subgroup of ependymoma copy number variation plot derived from dna methylation array showed mycn amplification a a characteristic genetic alteration in all case of our cohort n which wa subsequently validated using fluorescence in situ hybridization the histological diagnosis wa anaplastic ependymoma who grade iii in ten case and classic ependymoma who grade ii in three case histological reevaluation in five primary tumor and seven relapse showed characteristic histological feature of ependymoma namely pseudorosettes gfap and ema positivity electron microscopy revealed cilium complex intercellular junction and intermediate filament in a representative sample taking these finding into account we suggest to designate this molecular subgroup spinal ependymoma with mycn amplification spepnmycn spepnmycn tumor showed distinct growth pattern with intradural extramedullary localization mostly within the thoracic and cervical spine diffuse leptomeningeal spread throughout the whole cns and infiltrative invasion of the spinal cord dissemination wa observed in of case despite highintensity treatment spepnmycn showed significantly worse median progression free survival pfs month and median overall survival o month than all other previously described molecular spinal ependymoma subgroup o and pfs were similar to supratentorial ependymoma with relafusion stepnrela and posterior fossa ependymoma a pfepna further highlighting the aggressiveness of this distinct new subgroup we therefore propose to establish spepnmycn a a new molecular subgroup in ependymoma and advocate for testing newly diagnosed spinal ependymal tumor for mycn amplification
31416192,understanding the mechanism of resistance in egfrpositive nsclc from tissue to liquid biopsy to guide treatment strategy,liquid biopsy ha emerged a an alternative source of nucleic acid for the management of epidermal growth factor receptor egfrmutant nonsmall cell lung cancer nsclc the use of circulating cellfree dna cfdna ha been recently introduced in clinical practice resulting in the improvement of the identification of druggable egfr mutation for the diagnosis and monitoring of response to targeted therapy egfrdependent tm and c mutation and independent mesenchymal epithelial transition met gene amplification kirsten rat sarcoma kras phosphatidylinositol bisphosphate kinase catalytic subunit alpha isoform pikca and raf murine sarcoma viral oncogene homolog b braf gene mutation mechanism of resistance to egfr tyrosine kinase inhibitor tkis have been evaluated in plasma sample from nsclc patient using highly sensitive method ie digital droplet pcr next generation sequencing allowing for the switch to other therapy therefore liquid biopsy is a noninvasive method able to detect the molecular dynamic change that occur under the pressure of treatment and to capture tumor heterogeneity more efficiently than is allowed by tissue biopsy this review address how liquid biopsy may be used to guide the choice of treatment strategy in egfrmutant nsclc,Cancer,0,understanding the mechanism of resistance in egfrpositive nsclc from tissue to liquid biopsy to guide treatment strategy liquid biopsy ha emerged a an alternative source of nucleic acid for the management of epidermal growth factor receptor egfrmutant nonsmall cell lung cancer nsclc the use of circulating cellfree dna cfdna ha been recently introduced in clinical practice resulting in the improvement of the identification of druggable egfr mutation for the diagnosis and monitoring of response to targeted therapy egfrdependent tm and c mutation and independent mesenchymal epithelial transition met gene amplification kirsten rat sarcoma kras phosphatidylinositol bisphosphate kinase catalytic subunit alpha isoform pikca and raf murine sarcoma viral oncogene homolog b braf gene mutation mechanism of resistance to egfr tyrosine kinase inhibitor tkis have been evaluated in plasma sample from nsclc patient using highly sensitive method ie digital droplet pcr next generation sequencing allowing for the switch to other therapy therefore liquid biopsy is a noninvasive method able to detect the molecular dynamic change that occur under the pressure of treatment and to capture tumor heterogeneity more efficiently than is allowed by tissue biopsy this review address how liquid biopsy may be used to guide the choice of treatment strategy in egfrmutant nsclc
31421692,current state of biomarkers for the diagnosis and assessment of treatment efficacy of prostate cancer,in recent year with the westernization of lifestyle reduced physical activity and increased prostatespecific antigen psa testing the incidence of prostate cancer pca ha risen significantly in developing country currently psa is the only pca biomarker applied clinically but it doe not perform well in the early diagnosis and distinguishing between benign prostatic hyperplasia and prostate cancer with the advance in deep sequencing technology a series of new pca biomarkers have been recently proposed to improve the diagnostic value of psa such a prostate cancer antigen pca tmprssets fusion gene microrna and other regulatory noncoding rna in addition the prostate health index phi ha been approved by the u food and drug administration fda for clinical use in the detection of pca the prostatespecific membrane antigen psma ha been confirmed to be specifically expressed on the surface of pca cell in this review we provide an updated summary of the value and feature of these novel biomarkers in the diagnosis and treatment of pca,Cancer,0,current state of biomarkers for the diagnosis and assessment of treatment efficacy of prostate cancer in recent year with the westernization of lifestyle reduced physical activity and increased prostatespecific antigen psa testing the incidence of prostate cancer pca ha risen significantly in developing country currently psa is the only pca biomarker applied clinically but it doe not perform well in the early diagnosis and distinguishing between benign prostatic hyperplasia and prostate cancer with the advance in deep sequencing technology a series of new pca biomarkers have been recently proposed to improve the diagnostic value of psa such a prostate cancer antigen pca tmprssets fusion gene microrna and other regulatory noncoding rna in addition the prostate health index phi ha been approved by the u food and drug administration fda for clinical use in the detection of pca the prostatespecific membrane antigen psma ha been confirmed to be specifically expressed on the surface of pca cell in this review we provide an updated summary of the value and feature of these novel biomarkers in the diagnosis and treatment of pca
31426797,unusual synchronous double primary treatmentnaive lung adenocarcinoma harboring tm and lr mutation in earlystage lung cancer,background concurrent mutation of synchronous multiple primary nonsmall cell lung cancer smpnsclc is rare and only a few case have been reported herein we present a case of earlystage smpnsclc with tm and lr mutation case presentation a yearold male patient presented to the thoracic surgery department due to a tumor in the right lower lung the tumor wa detected more than year previously during a health examination however the patient ignored the problem because the clinician at that time stated that the lesion wa highly likely to be benign chest computed topography ct wa ordered and the image showed a welldefined tumor in the right lower lung and a faint nodular lesion over the left lower lung field a ctguided biopsy result showed the presence of atypical cell and positive staining of ttf and ck surgical intervention wa performed the right and leftsided tumor disclosed micropapillary predominant adenocarcinoma and acinarpredominant adenocarcinoma respectively both tumor were positive for ttf but negative for alk and p realtime pcr analysis showed that the rightsided tumor had an epidermal growth factor receptor egfr mutation presenting a point mutation tm in exon while the leftsided tumor had a point mutation lr in exon of egfr conclusion our patient case suggests that tumor resembling a benign pattern with central calcification may be misdiagnosed thus early screening for lung cancer is important and intensive effort to make a diagnosis through surgical resection or biopsy to allow for tailored optimal treatment may be preferential for the best patient outcome,Cancer,0,unusual synchronous double primary treatmentnaive lung adenocarcinoma harboring tm and lr mutation in earlystage lung cancer background concurrent mutation of synchronous multiple primary nonsmall cell lung cancer smpnsclc is rare and only a few case have been reported herein we present a case of earlystage smpnsclc with tm and lr mutation case presentation a yearold male patient presented to the thoracic surgery department due to a tumor in the right lower lung the tumor wa detected more than year previously during a health examination however the patient ignored the problem because the clinician at that time stated that the lesion wa highly likely to be benign chest computed topography ct wa ordered and the image showed a welldefined tumor in the right lower lung and a faint nodular lesion over the left lower lung field a ctguided biopsy result showed the presence of atypical cell and positive staining of ttf and ck surgical intervention wa performed the right and leftsided tumor disclosed micropapillary predominant adenocarcinoma and acinarpredominant adenocarcinoma respectively both tumor were positive for ttf but negative for alk and p realtime pcr analysis showed that the rightsided tumor had an epidermal growth factor receptor egfr mutation presenting a point mutation tm in exon while the leftsided tumor had a point mutation lr in exon of egfr conclusion our patient case suggests that tumor resembling a benign pattern with central calcification may be misdiagnosed thus early screening for lung cancer is important and intensive effort to make a diagnosis through surgical resection or biopsy to allow for tailored optimal treatment may be preferential for the best patient outcome
31426864,ffdgpetbased radiomics signature predicts mgmt promoter methylation status in primary diffuse glioma,background the methylation status of the omethylguaninedna methyltransferase mgmt promoter ha emerged a a favorable independent prognostic and predictive biomarker in glioma this study aimed to build a radiomics signature based on ffluorodeoxyglucose fdg positron emission tomography pet for noninvasive measurement of the mgmt promoter methylation status in glioma method one hundred and seven pathologyconfirmed primary diffuse glioma patient were retrospectively included and randomly assigned to the primary n or validation cohort n the mgmt promoter methylation status wa measured by pyrosequencing a total of radiomics feature were extracted from the threedimensional region of interest roi on the standard uptake value suv map that were generated from the original ffdg pet data a radiomics signature a clinical signature and a fusion signature that combined the clinical and radiomics feature together were generated the performance of the three signature wa evaluated by receiver operating characteristic roc curve analysis and the patient prognosis wa stratified based on the mgmt promoter methylation status and the signature with the best performance result five radiomics feature were selected to construct the radiomics signature and displayed the best performance with area under the receiver operating characteristic roc curve auc reaching and in the primary and validation cohort respectively which outweigh the performance of clinical signature and fusion signature with a median followup time of month the radiomics signature stratified the glioma patient into two risk group with significantly different prognosis p conclusion ffdgpetbased radiomics is a promising approach for preoperatively evaluating the mgmt promoter methylation status in glioma and predicting the prognosis of glioma patient noninvasively,Cancer,0,ffdgpetbased radiomics signature predicts mgmt promoter methylation status in primary diffuse glioma background the methylation status of the omethylguaninedna methyltransferase mgmt promoter ha emerged a a favorable independent prognostic and predictive biomarker in glioma this study aimed to build a radiomics signature based on ffluorodeoxyglucose fdg positron emission tomography pet for noninvasive measurement of the mgmt promoter methylation status in glioma method one hundred and seven pathologyconfirmed primary diffuse glioma patient were retrospectively included and randomly assigned to the primary n or validation cohort n the mgmt promoter methylation status wa measured by pyrosequencing a total of radiomics feature were extracted from the threedimensional region of interest roi on the standard uptake value suv map that were generated from the original ffdg pet data a radiomics signature a clinical signature and a fusion signature that combined the clinical and radiomics feature together were generated the performance of the three signature wa evaluated by receiver operating characteristic roc curve analysis and the patient prognosis wa stratified based on the mgmt promoter methylation status and the signature with the best performance result five radiomics feature were selected to construct the radiomics signature and displayed the best performance with area under the receiver operating characteristic roc curve auc reaching and in the primary and validation cohort respectively which outweigh the performance of clinical signature and fusion signature with a median followup time of month the radiomics signature stratified the glioma patient into two risk group with significantly different prognosis p conclusion ffdgpetbased radiomics is a promising approach for preoperatively evaluating the mgmt promoter methylation status in glioma and predicting the prognosis of glioma patient noninvasively
31427547,androgen receptor expression in triple negative breast carcinoma and it association with the clinicopathological parameter,introduction androgen receptor ar is the most frequently expressed biomarker in all subtypes of breast carcinoma triple negative breast carcinoma tnbc is breast carcinoma that lack oestrogen and progesterone receptor immunoexpression a well a absence of herneu gene amplification this make targeted therapy not feasible in this cancer and hence ha poorer prognosis detecting ar expression could be another milestone in the management of tnbc a ar is a prognostic predictive marker and potential index for targeted treatment this study aimed to assess expression of ar in tnbc by immunohistochemistry and it association with clinicopathological parameter method we analysed the expression of ar in tnbc case from penang general hospital for a period of year to androgen receptor immunoreactivity wa considered positive if of tumour cell nucleus were stained irrespective of staining intensity result the prevalence of ar expression in tnbc wa with the proportion of arpositive tumour cell ranged from to these include invasive carcinoma no special type nst and other invasive carcinoma subtypes papillary lobular clear cell and medullary carcinoma sixtyseven case that showed ar immunonegativity were invasive carcinoma nst n clear cell carcinoma n and metaplastic carcinoma n androgen receptor immunoexpression wa inversely correlated with tumour grade p but not the tumour stage tumour size and nodal status conclusion ar is expressed in about onethird of tnbc and loss of ar immunoexpression doe not predict adverse clinical outcome larger cohort for better characterisation of the role of ar immunoexpression in tnbc are warranted,Cancer,0,androgen receptor expression in triple negative breast carcinoma and it association with the clinicopathological parameter introduction androgen receptor ar is the most frequently expressed biomarker in all subtypes of breast carcinoma triple negative breast carcinoma tnbc is breast carcinoma that lack oestrogen and progesterone receptor immunoexpression a well a absence of herneu gene amplification this make targeted therapy not feasible in this cancer and hence ha poorer prognosis detecting ar expression could be another milestone in the management of tnbc a ar is a prognostic predictive marker and potential index for targeted treatment this study aimed to assess expression of ar in tnbc by immunohistochemistry and it association with clinicopathological parameter method we analysed the expression of ar in tnbc case from penang general hospital for a period of year to androgen receptor immunoreactivity wa considered positive if of tumour cell nucleus were stained irrespective of staining intensity result the prevalence of ar expression in tnbc wa with the proportion of arpositive tumour cell ranged from to these include invasive carcinoma no special type nst and other invasive carcinoma subtypes papillary lobular clear cell and medullary carcinoma sixtyseven case that showed ar immunonegativity were invasive carcinoma nst n clear cell carcinoma n and metaplastic carcinoma n androgen receptor immunoexpression wa inversely correlated with tumour grade p but not the tumour stage tumour size and nodal status conclusion ar is expressed in about onethird of tnbc and loss of ar immunoexpression doe not predict adverse clinical outcome larger cohort for better characterisation of the role of ar immunoexpression in tnbc are warranted
31428516,highthroughput assessment of the antibody profile in ovarian cancer ascitic fluid,the identification of effective biomarkers for early diagnosis prognosis and response to treatment remains a challenge in ovarian cancer oc research here we present an unbiased highthroughput approach to profile ascitic fluid autoantibody in order to obtain a tumorspecific antigen signature in oc we first reported the reactivity of immunoglobulin ig purified from oc patient ascites towards two different oc cell line using a discovery set of ig we selected tumorspecific antigen from a phage display cdna library after biopanning protein were expressed a fusion protein and used in protein array to enable largescale immunoscreening with independent set of cancer and noncancerous control finally the selected antigen were validated by elisa the initial screening identified eight antigenic clone creb mrpl exosc bcor hmgn hipr olfm and kiaa these antigen were all validated by elisa in a study involving ascitic ig from patient with oc with other cancer and without cancer with creb showing the highest sensitivity and specificity notably we were able to identify an association between the tumorassociated ta antibody response and the response to a firstline tumor treatment platinumbased chemotherapy a stronger association wa found by combining three antigen bcor creb and mrlp a a single antibody signature measurement of an ascitic fluid antibody response to multiple ta antigen may aid in the identification of new prognostic signature in oc patient and shift attention to new potentially relevant target,Cancer,0,highthroughput assessment of the antibody profile in ovarian cancer ascitic fluid the identification of effective biomarkers for early diagnosis prognosis and response to treatment remains a challenge in ovarian cancer oc research here we present an unbiased highthroughput approach to profile ascitic fluid autoantibody in order to obtain a tumorspecific antigen signature in oc we first reported the reactivity of immunoglobulin ig purified from oc patient ascites towards two different oc cell line using a discovery set of ig we selected tumorspecific antigen from a phage display cdna library after biopanning protein were expressed a fusion protein and used in protein array to enable largescale immunoscreening with independent set of cancer and noncancerous control finally the selected antigen were validated by elisa the initial screening identified eight antigenic clone creb mrpl exosc bcor hmgn hipr olfm and kiaa these antigen were all validated by elisa in a study involving ascitic ig from patient with oc with other cancer and without cancer with creb showing the highest sensitivity and specificity notably we were able to identify an association between the tumorassociated ta antibody response and the response to a firstline tumor treatment platinumbased chemotherapy a stronger association wa found by combining three antigen bcor creb and mrlp a a single antibody signature measurement of an ascitic fluid antibody response to multiple ta antigen may aid in the identification of new prognostic signature in oc patient and shift attention to new potentially relevant target
31428572,mutation spectrum of cancerassociated gene in patient with early onset of colorectal cancer,background colorectal cancer crc incidence is rising worldwide a well a in the republic of kazakhstan while it occurrence is also increasing in the younger population hereditary form associated with the development of colon and rectal cancer and earlyonset crc have never been studied in the population of kazakhstan the aim of this research wa to investigate the spectrum of crcrelated gene mutation to determine which mutation cause early onset of crc in the kazakhstan population method the study included unrelated patient from kazakhstan range year in age with early onset crc genomic dna wa obtained from peripheral blood of the patient nextgeneration sequencing wa performed using the trusightcancer kit on the miseq platform the studio variant wa used to annotate and interpret genetic variant result bioinformatics analysis of nextgeneration sequencing data revealed variant from gene of them missense synonymous variant utr variant frameshift variant five stopgain variant four inframe deletion two splice donor one splice acceptor variant and intron or noncoding variant apc brca alk brip egfr fanca fancd fanci hnfa men nsd pm recql ret slx wrn and xpc gene mutated most often according to the acmg guideline and lovdclinvar database variant were pathogenic frameshifts five missenses five stopgain one inframe deletion and three splicesite mutation and were vus with population frequency of them were attributed a deleterious in the study of all pathogenic mutation found in kazakhstani patient with early crc onset were identified in the subgroup with a family history of crc and primary multiple tumor in apc pathogenic mutation were most often conclusion pathogenic and likely pathogenic mutation were found in out of patient eight novel pathogenic mutation detected in fanci apc bmpr atm and dicer gene have not been reported in previous literature given the high frequency and wide spectrum of mutation ng analysis must be carried out in family with a history of crccrcrelated cancer with the purpose to identify causeeffective mutation clarify the clinical diagnosis and prevent the development of the disease in other family member,Cancer,0,mutation spectrum of cancerassociated gene in patient with early onset of colorectal cancer background colorectal cancer crc incidence is rising worldwide a well a in the republic of kazakhstan while it occurrence is also increasing in the younger population hereditary form associated with the development of colon and rectal cancer and earlyonset crc have never been studied in the population of kazakhstan the aim of this research wa to investigate the spectrum of crcrelated gene mutation to determine which mutation cause early onset of crc in the kazakhstan population method the study included unrelated patient from kazakhstan range year in age with early onset crc genomic dna wa obtained from peripheral blood of the patient nextgeneration sequencing wa performed using the trusightcancer kit on the miseq platform the studio variant wa used to annotate and interpret genetic variant result bioinformatics analysis of nextgeneration sequencing data revealed variant from gene of them missense synonymous variant utr variant frameshift variant five stopgain variant four inframe deletion two splice donor one splice acceptor variant and intron or noncoding variant apc brca alk brip egfr fanca fancd fanci hnfa men nsd pm recql ret slx wrn and xpc gene mutated most often according to the acmg guideline and lovdclinvar database variant were pathogenic frameshifts five missenses five stopgain one inframe deletion and three splicesite mutation and were vus with population frequency of them were attributed a deleterious in the study of all pathogenic mutation found in kazakhstani patient with early crc onset were identified in the subgroup with a family history of crc and primary multiple tumor in apc pathogenic mutation were most often conclusion pathogenic and likely pathogenic mutation were found in out of patient eight novel pathogenic mutation detected in fanci apc bmpr atm and dicer gene have not been reported in previous literature given the high frequency and wide spectrum of mutation ng analysis must be carried out in family with a history of crccrcrelated cancer with the purpose to identify causeeffective mutation clarify the clinical diagnosis and prevent the development of the disease in other family member
31433233,molecular cytogenetic analysis of patient with plasma cell myeloma in tolna and baranya county in hungary,introduction plasma cell myeloma is a hematological malignancy with heterogeneous genomic landscape and diverse clinical course recurrent chromosomal and subchromosomal aberration commonly occur in this entity and are associated with the pathogenesis and progression of the disease the identification of these alteration aid genetic characterization classification and prognostication of patient aim molecular cytogenetic investigation of plasma cell myeloma patient treated at the university of pecs clinical center and janos balassa county hospital of tolna county szekszard between and were evaluated in our study method patient were screened for genetic aberration using fluorescence in situ hybridization translocation involving the immunoglobulin heavy chain gene loss of p and p chromosome arm gain of q chromosome arm and unbalanced aberration of chromosome were investigated loss and gain of p q q p q q and p chromosome arm were analyzed using multiplex ligationdependent probe amplification in patient during the investigated period bone marrow karyotyping wa also performed result in total genetic aberration were identified using our targeted approach the frequency of specific aberration correlated with data of the recent literature concordance of result gained by fluorescence in situ hybridization and multiplex ligationdependent probe amplification wa by analyzing the same chromosome arm the latter technique revealed additional genetic aberration in patient sample a compared to fluorescence in situ hybridization conclusion our result suggest that the combined application of the two molecular cytogenetic method may facilitate a more detailed characterization of genetic aberration of plasma cell myeloma patient in hungary orv hetil,Cancer,0,molecular cytogenetic analysis of patient with plasma cell myeloma in tolna and baranya county in hungary introduction plasma cell myeloma is a hematological malignancy with heterogeneous genomic landscape and diverse clinical course recurrent chromosomal and subchromosomal aberration commonly occur in this entity and are associated with the pathogenesis and progression of the disease the identification of these alteration aid genetic characterization classification and prognostication of patient aim molecular cytogenetic investigation of plasma cell myeloma patient treated at the university of pecs clinical center and janos balassa county hospital of tolna county szekszard between and were evaluated in our study method patient were screened for genetic aberration using fluorescence in situ hybridization translocation involving the immunoglobulin heavy chain gene loss of p and p chromosome arm gain of q chromosome arm and unbalanced aberration of chromosome were investigated loss and gain of p q q p q q and p chromosome arm were analyzed using multiplex ligationdependent probe amplification in patient during the investigated period bone marrow karyotyping wa also performed result in total genetic aberration were identified using our targeted approach the frequency of specific aberration correlated with data of the recent literature concordance of result gained by fluorescence in situ hybridization and multiplex ligationdependent probe amplification wa by analyzing the same chromosome arm the latter technique revealed additional genetic aberration in patient sample a compared to fluorescence in situ hybridization conclusion our result suggest that the combined application of the two molecular cytogenetic method may facilitate a more detailed characterization of genetic aberration of plasma cell myeloma patient in hungary orv hetil
